index,subject,gender,filename,interval,task,attitude,intst,inted,f0md,f0mn,f0sd,f0mx,f0mi,f0range,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr,h1h2mn,h1h2md,h1h2sd,h1h2cI,h1h2cH,h1a3,h1a3cI,h1a3cH,f0mnf
103,F7,F,Korean_F7,dct_4_2_impol,dct,inf,1022.001,1024.906,95.7,256.4,4.96,21.2,6,15.2,59.5,15.6,0.01692,0.00856,0.00707,0.0011,0.05942,0.05016,0.02474,0.11,-18.4,-11.2,14.6,0.0721,0.016,0.008,0.05861,0.02448,NA,NA,NA,11.15,17.17,-28.44,-0.16,34.87,249.1
104,F7,F,Korean_F7,dct_5_1_pol,dct,pol,1057.319,1065.078,93.5,233.9,2.75,19.5,11.7,7.8,57.9,23,0.01594,0.00712,0.0077,7.00E-04,0.06543,0.06065,0.02067,4.24,-20.8,-13.6,16.1,0.0644,0.01543,0.00687,0.06368,0.01976,NA,NA,NA,8.29,15.46,-29.58,-2.7,31.8,207.9
105,F7,F,Korean_F7,dct_5_2_impol,dct,inf,1090.086,1097.6,95.3,257.7,2.76,21.5,12.8,8.7,59.1,22.9,0.01679,0.00763,0.0082,6.00E-04,0.07331,0.07125,0.0245,3.81,-17.2,-16.3,15,0.0792,0.01661,0.00752,0.07299,0.02438,NA,NA,NA,8.07,12,-29.24,-1.11,32.26,263.4
107,F8,F,Korean_F8,note_1_1_pol,not,pol,146.754,179.222,93,216.8,3.35,17.5,9.9,7.6,63.5,24.1,0.0171,0.00814,0.00782,9.00E-04,0.05734,0.04431,0.02266,12.26,-23.3,-18.4,19,0.045,0.01709,0.00814,0.05733,0.02265,NA,NA,NA,6.84,13.56,-39.82,0.29,36.65,205
108,F8,F,Korean_F8,note_1_2_impol,not,inf,214.582,259.642,93.6,231,3.58,19.2,10.2,9,65.3,27,0.01677,0.00731,0.00758,9.00E-04,0.05644,0.05122,0.0183,10.5,-17.3,-20.4,18.2,0.0535,0.01671,0.00729,0.05629,0.01821,NA,NA,NA,9.42,13.98,-36.84,0.96,31.8,214.1
109,F8,F,Korean_F8,note_2_1_impol,not,inf,297.524,362.605,93.9,228.5,4.32,19.2,2,17.2,65.7,33.4,0.01595,0.00683,0.00767,0.0011,0.05424,0.04721,0.01711,11.43,-14.4,-20.1,18.1,0.0584,0.01595,0.00683,0.05423,0.0171,NA,NA,NA,8.99,14.49,-36.4,0.72,32.41,259.3
110,F8,F,Korean_F8,note_2_2_pol,not,pol,401.589,459.368,94.3,236.8,3.3,19.2,10.2,9,65.9,29.9,0.01341,0.0057,0.0061,8.00E-04,0.04821,0.04218,0.01518,12.25,-15.8,-22.2,19.8,0.0417,0.01341,0.0057,0.04819,0.01517,NA,NA,NA,7.53,14.09,-38.13,0.39,35.61,224.4
111,F8,F,Korean_F8,dct_1_1_pol,dct,pol,495.491,517.476,92.9,219.3,2.44,17.5,11,6.5,62,27.3,0.01419,0.00602,0.00677,7.00E-04,0.04971,0.04555,0.01433,12.66,-24.3,-17.3,20.8,0.0404,0.0141,0.00597,0.04961,0.01429,NA,NA,NA,3.84,11.75,-42.53,0.26,35.99,196.6
112,F8,F,Korean_F8,dct_1_2_impol,dct,inf,543.645,553.207,93.7,234.3,2.66,19.8,11.8,8.1,62.5,26.7,0.01612,0.00683,0.00804,7.00E-04,0.05718,0.05054,0.01665,1.53,-20.4,-19.1,18.8,0.0468,0.01612,0.00683,0.05718,0.01665,NA,NA,NA,6.08,17.18,-40.21,0,35.43,277.6
113,F8,F,Korean_F8,dct_2_1_pol,dct,pol,574.888,584.762,94.2,235.8,2.3,18.6,11.9,6.8,63.9,27.3,0.01316,0.00574,0.00629,6.00E-04,0.04589,0.04585,0.01394,13.15,-19,-22.8,20.5,0.038,0.01316,0.00574,0.0459,0.01394,NA,NA,NA,5.97,14,-38.6,0,34.36,230.5
114,F8,F,Korean_F8,dct_2_2_impol,dct,inf,615.757,622.979,95.7,241.8,5.53,20.9,2,19,63.5,29.5,0.01579,0.00807,0.00741,0.0014,0.0597,0.05679,0.02386,3,-17,-16.5,17.6,0.0525,0.01579,0.00807,0.05956,0.02378,NA,NA,NA,3.18,8.72,-31.46,-4.11,23.7,185.4
115,F8,F,Korean_F8,dct_3_1_pol,dct,pol,651.496,662.705,94.3,236.2,3.64,19.2,10.9,8.3,63.3,27.6,0.01509,0.0069,0.00703,9.00E-04,0.05104,0.04511,0.01668,10.29,-20.5,-20.3,19.8,0.044,0.01509,0.0069,0.05104,0.01668,NA,NA,NA,5.31,13.65,-39.05,0,33.83,189
116,F8,F,Korean_F8,dct_3_2_impol,dct,inf,732.106,736.671,97,252.1,6.35,21.7,1.8,19.9,66.4,30.1,0.01354,0.00621,0.00694,0.0015,0.06218,0.05062,0.02246,7.04,-11.5,-20.5,15.5,0.0618,0.01354,0.00621,0.06218,0.02246,NA,NA,NA,0.63,5.94,-24.77,0,24.94,109.2
117,F8,F,Korean_F8,dct_4_1_pol,dct,pol,763.134,769.877,95.9,249.6,4.59,20,1.3,18.7,64.5,19.8,0.01382,0.00699,0.00695,0.0011,0.04712,0.04148,0.01813,10.16,-17.6,-18.1,18.8,0.0366,0.01382,0.00699,0.04712,0.01813,NA,NA,NA,8.32,12.97,-31.06,0,26.36,104.4
118,F8,F,Korean_F8,dct_4_2_impol,dct,inf,791.013,795.304,95,242.1,3.98,19.6,6.9,12.7,66.6,28.1,0.01037,0.00414,0.00461,0.001,0.04605,0.04503,0.01461,8.32,-16.1,-22.4,19.9,0.0403,0.01012,0.00408,0.04565,0.01446,NA,NA,NA,3.96,15.54,-33.85,0,32.68,203.3
119,F8,F,Korean_F8,dct_5_1_pol,dct,pol,819.098,823.614,94.5,230.4,4.66,19.3,0.9,18.4,63.9,18.2,0.01698,0.00706,0.0071,0.0012,0.05974,0.0514,0.01835,12.85,-21.8,-18.4,18.3,0.0611,0.01691,0.00701,0.05957,0.0183,NA,NA,NA,4.83,10.52,-34.3,0,27.87,140
120,F8,F,Korean_F8,dct_5_2_impol,dct,inf,845.742,851.244,96.7,270.8,3.82,22.6,13.6,9,65.3,26.1,0.01267,0.00576,0.00583,9.00E-04,0.05325,0.05135,0.01416,1.42,-16.2,-18.5,19,0.0391,0.01267,0.00576,0.05325,0.01416,NA,NA,NA,6.07,8.56,-36.83,0,29.45,99
122,F9,F,Korean_F9,note_1_1_pol,not,pol,133.61,167.845,92.7,222.3,3.33,19,8.6,10.4,60.9,25.6,0.01673,0.00624,0.00745,9.00E-04,0.06044,0.05945,0.01875,9.61,-20.5,-16.3,17.5,0.0524,0.01659,0.00617,0.06032,0.0187,NA,NA,NA,8.89,14.75,-38.93,-0.43,41.63,221.8
123,F9,F,Korean_F9,note_1_2_impol,not,inf,196.604,248.977,95.1,260.1,4.78,23.7,8.9,14.8,63.8,28.9,0.01841,0.00728,0.00823,0.0011,0.06706,0.06956,0.02177,5,-18,-18.6,16,0.0703,0.01841,0.00728,0.06704,0.02175,NA,NA,NA,5.59,10.19,-34.17,0.15,34.45,300
124,F9,F,Korean_F9,note_2_1_impol,not,inf,277.962,332.892,95.3,261.7,5.21,24.4,8.1,16.4,63.6,31,0.02215,0.00887,0.0103,0.0012,0.07562,0.07644,0.02526,7.59,-15.1,-19.3,14.3,0.0928,0.02208,0.00882,0.07553,0.02521,NA,NA,NA,6.64,11.96,-30.74,0.36,32.05,155.8
125,F9,F,Korean_F9,note_2_2_pol,not,pol,374.636,422.679,95.3,255.6,4.46,22.4,8.8,13.7,63.6,29.2,0.01821,0.0071,0.00858,0.0011,0.06874,0.06673,0.02347,7.42,-14.1,-18.6,15.8,0.0735,0.01818,0.00708,0.06874,0.02347,NA,NA,NA,7.52,11.83,-31.51,0.26,34.41,296.3
126,F9,F,Korean_F9,dct_1_1_pol,dct,pol,455.719,468.334,93,227.9,3.45,19.8,9.2,10.6,61.6,24.8,0.01918,0.00711,0.00785,9.00E-04,0.06251,0.06247,0.01881,11.03,-15.9,-18,16.1,0.0662,0.01918,0.00711,0.06252,0.0188,NA,NA,NA,8.99,14.07,-37.73,0,41.06,245.3
127,F9,F,Korean_F9,dct_1_2_impol,dct,inf,492.645,507.398,94.5,252,4.25,22,9.1,12.9,63,25.7,0.01833,0.00765,0.00854,0.001,0.07375,0.07482,0.02318,7.92,-15,-18.3,15.7,0.0769,0.01827,0.0076,0.07367,0.02316,NA,NA,NA,6.73,12.78,-33.99,-1.07,35.72,334.4
128,F9,F,Korean_F9,dct_2_1_pol,dct,pol,568.895,589.457,94.3,245.3,4.04,21.7,9.1,12.6,63.7,27.2,0.0171,0.0063,0.00752,0.001,0.06238,0.06395,0.01922,8.12,-15.6,-20.4,16.6,0.0676,0.01694,0.00623,0.06216,0.01913,NA,NA,NA,7.65,13.3,-30.5,0,34.51,193.9
129,F9,F,Korean_F9,dct_2_2_impol,dct,inf,670.781,674.297,97.4,283.4,3.28,22,12.4,9.6,64.5,25.6,0.01437,0.0072,0.00772,7.00E-04,0.06565,0.06619,0.02305,5.5,-17.7,-17.7,17.2,0.0627,0.01437,0.0072,0.06565,0.02305,NA,NA,NA,3.57,12.02,-34.47,0,31.9,215.7
130,F9,F,Korean_F9,dct_3_1_pol,dct,pol,710.846,716.64,95.7,246.9,3.47,20.3,9.9,10.4,64.4,24,0.01591,0.00544,0.00735,8.00E-04,0.06675,0.06923,0.0189,4.99,-16.6,-17.8,16.7,0.0569,0.01591,0.00544,0.06675,0.0189,NA,NA,NA,7.49,11.29,-37.34,0,37.71,219.9
131,F9,F,Korean_F9,dct_3_2_impol,dct,inf,735.271,740.724,98.7,301.8,3.86,24.4,12.4,12,65.7,21.8,0.01539,0.0058,0.00671,8.00E-04,0.06661,0.06839,0.02067,12.47,-16.7,-18.7,16,0.0542,0.01525,0.00574,0.06657,0.02064,NA,NA,NA,5.83,9.98,-34.96,0,34.23,227
132,F9,F,Korean_F9,dct_4_1_pol,dct,pol,763.609,766.921,98.2,300.4,4.67,24.5,11.8,12.7,67.8,22.5,0.01574,0.00578,0.00653,9.00E-04,0.06084,0.06607,0.01757,12.18,-14.8,-14.6,16.1,0.0776,0.01574,0.00578,0.06084,0.01757,NA,NA,NA,-1.64,-1.27,-30.03,0,22.3,210.4
133,F9,F,Korean_F9,dct_4_2_impol,dct,inf,793.329,795.805,98.7,281.3,4.59,23.5,9.9,13.5,66.6,18.8,0.0176,0.00632,0.00784,0.001,0.06314,0.06781,0.01932,4.04,-19.7,-14.4,15.6,0.0591,0.0176,0.00632,0.06314,0.01932,NA,NA,NA,2.58,5.93,-28.68,0,28.37,266.9
134,F9,F,Korean_F9,dct_5_1_pol,dct,pol,822.494,825.257,97.8,282.1,2.96,23.7,11.4,12.4,69.7,16.4,0.01157,0.00412,0.0052,6.00E-04,0.06234,0.06175,0.02122,1.91,-15.1,-23.2,17.1,0.0461,0.01157,0.00412,0.06234,0.02122,NA,NA,NA,6.28,13.66,-25.53,0,23.46,245.6
135,F9,F,Korean_F9,dct_5_2_impol,dct,inf,846.249,849.462,94.6,258.3,4.85,24.2,8.5,15.8,67.6,29.8,0.01315,0.004,0.00592,0.0011,0.07839,0.09106,0.02223,11.09,-23,-25.4,16.3,0.0702,0.01315,0.004,0.07839,0.02223,NA,NA,NA,0.06,5.33,-37.19,0,33.66,164.1
137,M1,M,Korean_M1,note_1_1_pol,not,pol,264.532,291.402,84.5,136.5,2.77,10,1.2,8.8,70.9,24.7,0.01804,0.00613,0.00862,0.0012,0.07265,0.07701,0.02278,5.89,-21.7,-18.8,17,0.0593,0.01804,0.00612,0.07262,0.02277,NA,NA,NA,4.7,18.59,-41.1,0,30.99,111.7
138,M1,M,Korean_M1,note_1_2_impol,not,inf,353.077,392.345,87.1,157.5,3.5,13.2,2.2,11,73.8,24.2,0.01829,0.0063,0.00787,0.0013,0.06776,0.06847,0.02102,7.37,-18.5,-23.2,16.3,0.0675,0.01822,0.00625,0.06753,0.02091,NA,NA,NA,6.86,15.19,-32.82,0,26.6,157.3
139,M1,M,Korean_M1,note_2_1_impol,not,inf,548.303,598.904,87.1,157.8,4.14,13.4,0.7,12.6,71.4,31.2,0.02151,0.0076,0.00994,0.0016,0.07398,0.07902,0.02215,6.72,-18,-25.5,15.3,0.0845,0.02136,0.00752,0.07383,0.02202,NA,NA,NA,8.83,14.71,-34.8,0,26.95,194.2
140,M1,M,Korean_M1,note_2_2_pol,not,pol,694.519,735.77,86.9,160.3,4.37,13.2,1.3,11.9,71.1,31.1,0.0176,0.00628,0.00799,0.0016,0.07141,0.07111,0.02052,8.3,-17.6,-24.5,16.7,0.0664,0.0174,0.00621,0.07115,0.0204,NA,NA,NA,7.07,17.05,-34.83,0.99,29.51,88.3
141,M1,M,Korean_M1,dct_1_1_pol,dct,pol,917.313,935.792,84.7,139,3.44,10.7,0.8,9.9,66.6,27.9,0.01744,0.00593,0.00714,0.0015,0.07544,0.07653,0.02297,7.69,-19.7,-18.7,16.4,0.0714,0.01737,0.00588,0.07542,0.02299,NA,NA,NA,7.8,15.85,-40.51,0,32.92,106.3
142,M1,M,Korean_M1,dct_1_2_impol,dct,inf,1022.748,1040.394,84.2,137.3,3.93,10.7,-0.3,11.1,69.7,28.4,0.01994,0.00591,0.00778,0.0016,0.06592,0.06051,0.02133,9.52,-17.7,-23.5,15.6,0.0727,0.01972,0.00578,0.06561,0.02122,NA,NA,NA,6.49,12.89,-37.42,0,29.92,143.3
143,M1,M,Korean_M1,dct_2_1_pol,dct,pol,1116.271,1126.336,84.4,138.7,3.91,9,1.2,7.7,68.3,28.3,0.01879,0.00671,0.00857,0.0017,0.07648,0.08216,0.02221,11.62,-20.9,-19.1,17,0.0586,0.0183,0.00649,0.07581,0.02192,NA,NA,NA,8.87,16.26,-29.81,-1.47,27.8,124.6
144,M1,M,Korean_M1,dct_2_2_impol,dct,inf,1184.932,1192.123,87.5,157.1,3.64,12.4,0.5,11.8,74.3,26.4,0.01606,0.00383,0.00549,0.0014,0.06504,0.05652,0.01886,5.24,-16.4,-25.5,15.1,0.0746,0.01606,0.00383,0.06504,0.01886,NA,NA,NA,7.81,11.47,-32.07,0,24.7,164.2
145,M1,M,Korean_M1,dct_3_1_pol,dct,pol,1283.018,1293.266,84.1,137.4,4.35,10.5,0.2,10.2,67.8,27,0.02032,0.00706,0.00925,0.0018,0.08351,0.09118,0.02526,8.75,-21.3,-17,15.8,0.0722,0.01998,0.00685,0.08233,0.02491,NA,NA,NA,5.5,12.04,-36.68,-0.66,29.54,105.6
146,M1,M,Korean_M1,dct_3_2_impol,dct,inf,1336.707,1342.275,91.4,192.7,4.55,16.3,0.4,15.9,77.2,37.7,0.02041,0.00531,0.00737,0.0014,0.0787,0.07893,0.02157,3.68,-12.6,-24.1,14.6,0.0907,0.02041,0.00531,0.0787,0.02157,NA,NA,NA,9.29,14.96,-25.77,0,19.15,179.2
147,M1,M,Korean_M1,dct_4_1_pol,dct,pol,1404.075,1411.194,86,148.8,2.95,11.4,2,9.4,71,19,0.01524,0.00502,0.00728,0.0011,0.06463,0.07509,0.01823,6.91,-22.6,-19.2,19.2,0.0398,0.01524,0.00502,0.06463,0.01823,NA,NA,NA,9.84,19.2,-33.56,0,27.61,129.6
148,M1,M,Korean_M1,dct_4_2_impol,dct,inf,1466.587,1471.476,91,184.3,4.41,13.8,0.2,13.7,72.5,20,0.01639,0.00413,0.00532,0.0014,0.04578,0.04285,0.01272,3.42,-16.1,-24.7,17.9,0.0619,0.01626,0.00406,0.04551,0.01262,NA,NA,NA,9.55,16.55,-31.35,3.06,26.36,165.5
149,M1,M,Korean_M1,dct_5_1_pol,dct,pol,1605.967,1614.714,82.9,124.7,2.82,6.5,0.2,6.2,67.6,24.8,0.02051,0.00701,0.00933,0.0014,0.08181,0.08613,0.02549,12.22,-23.9,-14.3,17,0.0595,0.02041,0.00701,0.08171,0.02547,NA,NA,NA,7.21,13.88,-36.98,4.63,31.88,114.7
150,M1,M,Korean_M1,dct_5_2_impol,dct,inf,1693.013,1703.504,84.8,139.1,3.43,11.1,-0.7,11.8,70.6,21.2,0.01659,0.00378,0.00479,0.0015,0.05652,0.05541,0.01685,11.42,-19,-21.9,17.7,0.041,0.01659,0.00378,0.05652,0.01685,NA,NA,NA,12.68,15.99,-38.59,0,29.84,170
152,M2,M,Korean_M2,note_1_1_pol,not,pol,123.454,180.425,82.7,124.7,2.44,7.7,1.2,6.6,62.5,30.3,0.02116,0.0086,0.01026,0.0011,0.07151,0.06689,0.02211,8.16,-21.4,-17.4,16.9,0.0654,0.02113,0.0086,0.07141,0.02206,NA,NA,NA,6.48,13.67,-42.15,0,36.97,106.3
153,M2,M,Korean_M2,note_1_2_impol,not,inf,268.912,321.914,82.9,124.8,2.87,8.9,-0.2,9,63.4,30.2,0.02465,0.00928,0.01245,0.0013,0.07987,0.07834,0.02412,6.63,-20.6,-20.8,15.2,0.0806,0.02463,0.00928,0.07983,0.0241,NA,NA,NA,4.1,11.17,-38.59,0,31.23,96.4
154,M2,M,Korean_M2,note_2_1_impol,not,inf,394.831,438.042,83.3,130,3.59,9.2,-0.3,9.5,62.9,30.2,0.02964,0.01134,0.01436,0.0016,0.0844,0.08194,0.02547,7.32,-21.2,-20.8,14.6,0.0918,0.02945,0.01124,0.08404,0.0253,NA,NA,NA,3.65,11.57,-37.21,0.5,29.23,106.5
155,M2,M,Korean_M2,note_2_2_pol,not,pol,525.714,578.939,82.7,126.7,3.37,9.8,-0.6,10.4,62.9,31.3,0.0244,0.00901,0.01148,0.0016,0.07411,0.07125,0.0231,5.88,-20.7,-22.3,16.2,0.0738,0.02439,0.00901,0.07413,0.02309,NA,NA,NA,5.39,11.06,-39.38,0.36,31.27,102.9
156,M2,M,Korean_M2,dct_1_1_pol,dct,pol,730.381,759.247,81.7,117.8,2.6,6.2,0.4,5.8,60.3,31.5,0.02056,0.00827,0.01016,0.0013,0.07001,0.05555,0.02153,7.03,-23.6,-17.8,18,0.057,0.02049,0.00824,0.06981,0.02148,NA,NA,NA,3.63,13.5,-45.42,0,36.52,103.8
157,M2,M,Korean_M2,dct_1_2_impol,dct,inf,819.195,827.106,82.9,122.8,1.82,7.1,1.1,6,61.6,27.5,0.02659,0.01145,0.01312,9.00E-04,0.08123,0.08355,0.02585,5.12,-21.6,-18.8,16.2,0.0719,0.02659,0.01145,0.08123,0.02585,NA,NA,NA,6.76,16.31,-41.82,0,32.59,144.1
158,M2,M,Korean_M2,dct_2_1_pol,dct,pol,885.052,896.482,82.2,117.6,1.63,6.2,0.7,5.4,62.2,27.7,0.02337,0.01017,0.01275,8.00E-04,0.0756,0.08283,0.02271,7.28,-21.3,-21.5,16.8,0.0642,0.02337,0.01017,0.0756,0.02271,NA,NA,NA,5.86,11.31,-45.13,0,37.47,109.4
159,M2,M,Korean_M2,dct_2_2_impol,dct,inf,922.654,924.115,84.3,130.1,1.58,6.7,2.2,4.5,60.7,30.7,0.02147,0.00908,0.01219,7.00E-04,0.07845,0.07272,0.02372,0,-17.9,-20.6,15,0.0787,0.02147,0.00908,0.07845,0.02372,NA,NA,NA,8.26,20.51,-44.08,0,31.65,120
160,M2,M,Korean_M2,dct_3_1_pol,dct,pol,977.438,980.081,83.7,130.2,2.89,7.6,1.1,6.5,61.9,24,0.0216,0.00711,0.00915,0.0012,0.08757,0.08893,0.02644,0,-23.6,-18.6,16.5,0.062,0.0215,0.00707,0.08723,0.02634,NA,NA,NA,5.94,16.14,-36.48,2.77,30.17,114.1
161,M2,M,Korean_M2,dct_3_2_impol,dct,inf,1007.237,1008.983,84.9,136.1,1.84,8.9,2.6,6.3,63.5,24.7,0.02159,0.00792,0.0087,8.00E-04,0.07997,0.10577,0.02471,0,-21.6,-21.8,15,0.0713,0.02159,0.00792,0.07997,0.02471,NA,NA,NA,6.22,18.2,-41.07,4.19,30.25,119.2
162,M2,M,Korean_M2,dct_4_1_pol,dct,pol,1044.215,1047.792,84,131.9,2.48,8.6,1.3,7.2,62.8,20.3,0.02483,0.01193,0.01324,0.0011,0.07437,0.0901,0.02545,4.22,-23,-13.4,16.5,0.0814,0.02483,0.01193,0.07437,0.02545,NA,NA,NA,7.01,17.06,-42.02,0,30.94,129.2
163,M2,M,Korean_M2,dct_4_2_impol,dct,inf,1083.982,1085.31,86.1,143,1.86,8.6,3,5.5,63,14.4,0.02385,0.01186,0.01252,8.00E-04,0.07431,0.05001,0.02066,0,-23.3,-12.1,15.6,0.0855,0.02385,0.01186,0.07431,0.02066,NA,NA,NA,-1.03,19.35,-31.74,0,23.76,138.2
164,M2,M,Korean_M2,dct_5_1_pol,dct,pol,1145.331,1150.798,83.3,125.7,2.89,6.1,0.8,5.3,62.4,27.3,0.02167,0.00944,0.01127,0.0014,0.07141,0.0738,0.02562,12.94,-21.4,-21.1,16.6,0.0673,0.02152,0.00936,0.07139,0.02551,NA,NA,NA,6.88,12.93,-43.04,0,35.56,160.7
165,M2,M,Korean_M2,dct_5_2_impol,dct,inf,1203.722,1208.285,84,130.2,1.77,7.9,2.2,5.7,62.8,30.5,0.02106,0.00845,0.00908,9.00E-04,0.07339,0.08085,0.0236,9.06,-21.4,-20.9,16.8,0.0625,0.02106,0.00845,0.07339,0.0236,NA,NA,NA,6.47,14.15,-44.34,0,39.27,134.8
167,M3,M,Korean_M3,note_1_1_pol,not,pol,162.862,227.216,85.9,146.4,2.33,10.7,3.4,7.3,64.7,28.6,0.01964,0.00869,0.00894,9.00E-04,0.05939,0.06166,0.01823,5.85,-20.7,-17.6,18.3,0.0541,0.01964,0.00869,0.05938,0.01821,NA,NA,NA,4.76,17.59,-38.41,0.42,29.9,137.2
168,M3,M,Korean_M3,note_1_2_impol,not,inf,273.867,356.655,87.4,162.2,3.07,13.6,4.1,9.5,65.8,29.9,0.01886,0.00721,0.00818,0.0011,0.06608,0.07065,0.01906,5.41,-18.7,-18.8,17.2,0.0612,0.01883,0.00719,0.06599,0.01903,NA,NA,NA,5.95,15.92,-37.95,0,27.99,156.5
169,M3,M,Korean_M3,note_2_1_impol,not,inf,397.3,496.177,87.2,160.5,3.44,13.8,3.6,10.2,64.4,32,0.02012,0.00772,0.00867,0.0013,0.0693,0.0724,0.0203,3.73,-17.6,-19.1,16.6,0.0627,0.02005,0.00768,0.06913,0.02022,NA,NA,NA,5.4,14.29,-35.78,0.25,26.54,170.7
170,M3,M,Korean_M3,note_2_2_pol,not,pol,539.772,641.147,87.1,160.5,3.36,13.6,3.6,10,63.8,31.2,0.01993,0.00796,0.00843,0.0012,0.06745,0.07236,0.01989,4.19,-19,-18,17.2,0.0593,0.01991,0.00795,0.0673,0.01979,NA,NA,NA,5.36,15.17,-38.07,-0.61,29.2,157
171,M3,M,Korean_M3,dct_1_1_pol,dct,pol,680.767,754.898,85.9,148.3,2.69,11.6,3.2,8.4,63.3,30.9,0.01945,0.00701,0.00814,0.001,0.07206,0.07764,0.01857,3.82,-19.1,-15.8,17.3,0.0595,0.01944,0.00701,0.07206,0.01857,NA,NA,NA,4.98,17.44,-38.89,0.52,30.3,164.4
172,M3,M,Korean_M3,dct_1_2_impol,dct,inf,787.911,837.248,87.7,164.9,3.54,14.2,3.9,10.3,63.8,31.6,0.01868,0.00691,0.0078,0.0013,0.07966,0.08541,0.02257,6.08,-15.5,-18.9,16,0.0663,0.01868,0.00691,0.07944,0.02243,NA,NA,NA,5.39,15.28,-36.43,0.26,26.99,192.5
173,M3,M,Korean_M3,dct_2_1_pol,dct,pol,863.417,895.447,85.8,146.7,2.44,10.6,3.4,7.2,64.6,29.6,0.01884,0.0067,0.00829,0.001,0.07413,0.0906,0.01844,0.95,-19.4,-17.1,17.4,0.0575,0.01874,0.00665,0.07395,0.01837,NA,NA,NA,4.57,17.89,-38.89,0,29.42,142.4
174,M3,M,Korean_M3,dct_2_2_impol,dct,inf,920.872,948.398,86.2,153.6,4.01,12.2,2.3,9.9,61.2,28.3,0.02264,0.00879,0.0109,0.0015,0.08545,0.09725,0.02527,5.7,-20.4,-15,15.4,0.0739,0.02237,0.00867,0.08513,0.02502,NA,NA,NA,4.99,14.16,-32.86,0,28,153.7
175,M3,M,Korean_M3,dct_3_1_pol,dct,pol,980.522,1011.606,86.9,155.1,2.91,12.4,3.2,9.2,64.6,30.7,0.02038,0.00679,0.00862,0.0011,0.07953,0.09636,0.02173,4.06,-21.5,-15.5,16.9,0.0558,0.02038,0.00679,0.07953,0.02173,NA,NA,NA,5.42,20.45,-39.05,0.41,27.01,144.1
176,M3,M,Korean_M3,dct_3_2_impol,dct,inf,1029.662,1056.457,89.1,174.8,3.57,14.4,3.9,10.5,66.1,29,0.02072,0.00706,0.00864,0.0012,0.07701,0.08473,0.02238,5.78,-21,-16.8,16.8,0.0639,0.02072,0.00706,0.07684,0.02225,NA,NA,NA,3.32,14.92,-37.01,1.22,25.61,203.9
177,M3,M,Korean_M3,dct_4_1_pol,dct,pol,1088.662,1095.402,89.2,179.9,3.78,16.1,4.2,11.9,68.5,26.2,0.01383,0.00419,0.00527,0.0012,0.04621,0.04548,0.01285,6.34,-18,-15.2,19.4,0.0306,0.01383,0.00419,0.04621,0.01285,NA,NA,NA,6.23,12.41,-28.78,0,19.07,176.6
178,M3,M,Korean_M3,dct_4_2_impol,dct,inf,1119.163,1130.484,85.7,158.4,4.39,15.2,3.3,11.9,61,34.8,0.02733,0.01102,0.01119,0.0016,0.09068,0.10095,0.02807,5.35,-23.2,-14.3,15.3,0.083,0.02724,0.01098,0.09047,0.02801,NA,NA,NA,4.59,14.62,-39.66,0,33.17,199.6
179,M3,M,Korean_M3,dct_5_1_pol,dct,pol,1158.665,1185.467,86.2,151.5,2.87,11.5,3.2,8.4,66.5,29.1,0.01926,0.00695,0.00868,0.0011,0.06831,0.081,0.01876,6.34,-20.7,-17.2,16.9,0.0621,0.01913,0.00689,0.06827,0.01875,NA,NA,NA,5.64,18.46,-39.43,0,28,145.8
180,M3,M,Korean_M3,dct_5_2_impol,dct,inf,1207.411,1221.154,87.4,165.7,3.73,13.9,3.8,10.2,67.6,36.8,0.01828,0.00641,0.00732,0.0013,0.06054,0.0645,0.0209,5.76,-11.2,-20.8,16.8,0.0705,0.01828,0.00641,0.06054,0.0209,NA,NA,NA,8.34,18.51,-35.89,0,28.6,147.4
182,M4,M,Korean_M4,note_1_1_pol,not,pol,385.62,421.063,83.9,135.2,3.98,11.2,-0.9,12.1,67.7,28.7,0.01706,0.00525,0.0068,0.0017,0.0672,0.07899,0.01537,4.96,-21.5,-18.4,18.3,0.0432,0.01692,0.0052,0.06709,0.0153,NA,NA,NA,4.8,10.99,-35.53,-1.27,28.34,108.6
183,M4,M,Korean_M4,note_1_2_impol,not,inf,533.234,607.608,86.6,153.5,3.52,12.9,1.2,11.7,72.1,31.6,0.01496,0.00365,0.005,0.0013,0.0584,0.06475,0.01211,3.68,-18.8,-21.6,18.4,0.0377,0.01491,0.00363,0.0583,0.01209,NA,NA,NA,6.08,10.83,-31.67,0.28,23.67,133.2
184,M4,M,Korean_M4,note_2_1_impol,not,inf,633.522,709.34,87.3,156.5,3.26,12.6,1.5,11.1,72.3,33.5,0.01463,0.00389,0.00536,0.0012,0.05972,0.0585,0.0124,2.3,-18.5,-22,18.5,0.0399,0.01463,0.00389,0.05972,0.0124,NA,NA,NA,5.23,12.52,-32.66,-0.34,24.09,137.4
