language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,notes,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz ,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,F,ppt,ppt_jpn,3,1,pol,polite,33.22,,206.1,205.7,26.1,86.4,266,179.6,92.09,92.21,2.33,-2.53,16.87,19.4,65.8,55.7,41.7,0.00876,0.00259,0.00475,0.0008,0.07257,0.06735,0.02403,2.3,-15.6,-19.9,16.7,0.0875,0.00876,0.00259,0.07257,0.02403
Japanese,F,ppt,ppt_jpn,3,2,cas,casual,8.751,,218.2,222.8,31.4,106.3,324.9,218.6,93.03,93.6,2.72,1.06,20.4,19.34,66.4,59.6,40.8,0.0096,0.00291,0.00493,0.0007,0.087,0.08595,0.02487,4.07,-15.6,-18.7,16.4,0.0863,0.0096,0.00291,0.087,0.02487
Japanese,F,ppt,ppt_jpn,3,2,pol,polite,9.073,,227.7,227.3,15.6,171.5,277.5,106,93.93,93.94,1.2,9.33,17.67,8.33,67.5,63,42.1,0.00774,0.00212,0.00407,0.0003,0.07132,0.06924,0.02099,2.62,-17.2,-19.8,16.9,0.1018,0.00774,0.00212,0.07132,0.02099
Japanese,F,ppt,ppt_jpn,3,3,cas,casual,1.802,,244.1,237.8,37.7,175.9,319.8,143.9,94.97,94.72,2.69,9.81,20.12,10.32,73,70.5,36.1,0.01067,0.00247,0.00466,0.0009,0.09751,0.06422,0.03916,1.45,-12.3,-19.6,13,0.1051,0.01067,0.00247,0.09751,0.03916
Japanese,F,ppt,ppt_jpn,3,3,pol,polite,6.063,,221.8,225.1,25.2,160.2,268,107.7,93.4,93.77,2.05,8.16,17.06,8.9,65.9,60.4,40,0.01034,0.0032,0.00614,0.0007,0.08105,0.08188,0.02055,2.64,-16.8,-20.2,17.2,0.1025,0.01034,0.0032,0.08063,0.02026
Japanese,F,ppt,ppt_jpn,3,4,cas,casual,3.288,,229.5,212.6,48.2,162.3,321,158.7,93.73,92.78,3.59,8.39,20.19,11.8,68.2,63.7,42.5,0.01142,0.00246,0.00507,0.0009,0.07079,0.06994,0.01662,3.73,-16.3,-19.9,16.1,0.0859,0.01142,0.00246,0.07079,0.01662
Japanese,F,ppt,ppt_jpn,3,4,pol,polite,7.051,,219.6,226.1,32.6,170.2,315,144.8,93.16,93.85,2.55,9.21,19.87,10.65,66.5,59.2,42.5,0.00862,0.00244,0.0048,0.0009,0.08136,0.08604,0.02484,1.3,-14.6,-21.7,17,0.1155,0.00862,0.00244,0.08128,0.02488
Japanese,F,ppt,ppt_jpn,3,5,cas,casual,10.117,,228.5,231.7,41.8,156,315.7,159.7,93.74,94.27,3.24,7.7,19.9,12.2,67.2,62.6,39.8,0.00959,0.00244,0.00429,0.0009,0.07862,0.06856,0.02911,4.12,-15,-20.9,16.7,0.0909,0.00959,0.00244,0.07862,0.02911
Japanese,F,ppt,ppt_jpn,3,5,pol,polite,19.273,,217.6,217.3,32.6,142.1,332.6,190.4,93,93.16,2.55,6.09,20.8,14.72,66.8,59.1,40.7,0.00921,0.00243,0.00463,0.0007,0.07444,0.07809,0.02187,2.74,-14.8,-19,16.4,0.0975,0.00921,0.00243,0.07444,0.02187
Japanese,F,ppt,ppt_jpn,3,6,cas,casual,2.217,,222.6,217.1,45.2,161,319.6,158.6,93.23,93.15,3.43,8.25,20.11,11.87,69.6,63.3,41.6,0.01185,0.00319,0.00647,0.0009,0.08116,0.06888,0.02973,4.35,-11.8,-19.9,14.6,0.1036,0.01185,0.00319,0.08116,0.02973
Japanese,F,ppt,ppt_jpn,3,6,pol,polite,9.558,,220.6,211.5,29.3,156.4,291.7,135.3,93.27,92.69,2.28,7.74,18.53,10.79,66,58,39.9,0.00957,0.00253,0.00506,0.0006,0.08353,0.08104,0.02332,4.76,-15.9,-22.2,17,0.0947,0.00957,0.00253,0.08353,0.02332
Japanese,F,ppt,ppt_jpn,5,1,cas,casual,9.131,,215.8,212,27.3,168.7,289.5,120.8,92.9,92.74,2.17,9.07,18.38,9.32,70.2,65.7,42.7,0.00858,0.0029,0.00421,0.0008,0.07397,0.05147,0.0267,5.13,-17.2,-25.1,17.3,0.0973,0.00858,0.0029,0.07397,0.0267
Japanese,F,ppt,ppt_jpn,5,1,pol,polite,10.323,,228.9,228.4,28.3,163.1,300.4,137.3,93.93,94.03,2.17,8.47,19.04,10.57,69.9,65.7,42.9,0.0064,0.00174,0.0034,0.0006,0.05929,0.05115,0.01937,7.28,-20.5,-23.5,20,0.0673,0.0064,0.00174,0.05931,0.01932
Japanese,F,ppt,ppt_jpn,5,2,cas,casual,4.964,,227.6,221.6,23.5,185.3,335.2,149.9,93.88,93.5,1.73,10.68,20.94,10.26,72.4,70,40.7,0.00813,0.00234,0.00426,0.0005,0.05549,0.04592,0.0178,4.68,-16.3,-24.6,19.2,0.0904,0.00813,0.00234,0.05549,0.0178
Japanese,F,ppt,ppt_jpn,5,2,pol,polite,8.83,,228.9,226.9,31.9,180.7,306.1,125.4,93.89,93.91,2.41,10.25,19.37,9.12,68.3,62.2,41.5,0.00933,0.00227,0.00395,0.001,0.07168,0.05695,0.02533,4.46,-18.7,-23.5,17.3,0.1055,0.00933,0.00227,0.07186,0.0254
Japanese,F,ppt,ppt_jpn,5,3,cas,casual,3.353,,242.3,241.1,27,169,306,137,94.93,94.96,1.99,9.09,19.36,10.28,71,67.2,40.3,0.00738,0.00219,0.00412,0.0005,0.09767,0.06436,0.03603,7.99,-14.6,-21.5,17.1,0.1139,0.00738,0.00219,0.09767,0.03603
Japanese,F,ppt,ppt_jpn,5,3,pol,polite,4.672,,236.8,255.4,48.1,86.6,290.5,203.8,94.1,95.96,4.89,-2.48,18.46,20.94,69.8,64.9,41,0.00942,0.0024,0.00426,0.0012,0.07889,0.06293,0.02347,5.8,-18.5,-26.6,18.1,0.0801,0.00942,0.0024,0.07889,0.02347
Japanese,F,ppt,ppt_jpn,5,4,cas,casual,5.691,,222.1,220.3,25,154.6,284.4,129.8,93.43,93.4,1.97,7.54,18.09,10.56,70.7,68.2,39.4,0.00738,0.00192,0.00359,0.0006,0.06194,0.0529,0.02151,5.24,-16.8,-24.5,18.5,0.0741,0.00738,0.00192,0.06194,0.02151
Japanese,F,ppt,ppt_jpn,5,4,pol,polite,7.995,,209.6,207.7,18.7,175.7,257,81.3,92.47,92.38,1.54,9.76,16.34,6.58,67.4,62.8,39.7,0.00912,0.0024,0.00461,0.0005,0.08596,0.0747,0.03118,5.52,-20.4,-23.7,16.4,0.1047,0.00912,0.0024,0.08599,0.03115
Japanese,F,ppt,ppt_jpn,5,5,cas,casual,10.924,,216.4,227.3,39.8,84.4,300.1,215.8,92.69,93.94,4.05,-2.94,19.03,21.97,67.4,61.2,41.2,0.01039,0.00269,0.00484,0.0011,0.09561,0.07782,0.03508,5.5,-17.3,-25,16.3,0.1059,0.01039,0.00269,0.09557,0.03502
Japanese,F,ppt,ppt_jpn,5,5,pol,polite,16.471,,220,210.3,32.2,164.9,296.9,131.9,93.2,92.6,2.46,8.66,18.81,10.15,68.2,61.7,41.5,0.00904,0.00244,0.00449,0.0009,0.07973,0.0781,0.02663,4.25,-18.7,-24.7,17.4,0.0842,0.00904,0.00244,0.07973,0.02663
Japanese,F,ppt,ppt_jpn,5,6,cas,casual,3.33,,221.8,223.5,22.1,174.2,261.5,87.3,93.43,93.65,1.77,9.61,16.64,7.03,69.3,65.6,39.6,0.00965,0.003,0.00513,0.0007,0.08485,0.07872,0.03314,3.88,-14.4,-21.9,14.8,0.1425,0.00965,0.003,0.08485,0.03314
Japanese,F,ppt,ppt_jpn,5,6,pol,polite,4.111,,252.8,263.3,33.7,178.5,310.5,132,95.62,96.48,2.38,10.03,19.61,9.57,69.7,66.6,36.7,0.00711,0.00183,0.0038,0.0005,0.08076,0.0666,0.02973,9.45,-17,-25.4,18.6,0.0774,0.00711,0.00183,0.08076,0.02973
Japanese,F,ppt,ppt_jpn,6,1,cas,casual,10.507,,219.3,214.6,43.4,86.4,323.5,237.1,92.88,92.95,4.2,-2.53,20.25,22.77,71.7,64.1,43.2,0.00976,0.00227,0.00437,0.0012,0.07486,0.06859,0.02286,3.13,-18.8,-25.4,17.6,0.088,0.00976,0.00227,0.07475,0.02265
Japanese,F,ppt,ppt_jpn,6,1,pol,polite,35.409,,221.5,217.6,20.5,175.5,304,128.5,93.42,93.18,1.57,9.74,19.25,9.51,69.6,65.1,38.5,0.0093,0.00254,0.00486,0.0006,0.08011,0.07478,0.02669,7.76,-21.1,-25,18,0.0847,0.00911,0.00254,0.0801,0.02669
Japanese,F,ppt,ppt_jpn,6,2,cas,casual,4.703,,237.1,235.2,26.6,191.9,311.3,119.5,94.57,94.53,1.93,11.28,19.66,8.38,73.1,69.5,41.5,0.01002,0.00269,0.00568,0.0005,0.08095,0.07869,0.02125,2.85,-18.7,-25.1,18,0.0968,0.01002,0.00269,0.08095,0.02125
Japanese,F,ppt,ppt_jpn,6,2,pol,polite,8.651,,238.2,237.2,18,187.1,296.1,109,94.7,94.68,1.31,10.91,18.79,7.88,72.6,70.5,41.2,0.00833,0.00228,0.00458,0.0003,0.07582,0.0707,0.02246,6.3,-22.7,-25.7,19.1,0.0719,0.00833,0.00228,0.07582,0.02246
Japanese,F,ppt,ppt_jpn,6,3,cas,casual,2.577,,231.6,219.9,37.5,171.5,325.1,153.6,94.05,93.37,2.74,9.35,20.41,11.06,72.4,68.4,42.5,0.01013,0.0021,0.00408,0.0007,0.09099,0.10728,0.02481,5.64,-16.8,-25.6,16.1,0.0986,0.01013,0.0021,0.09099,0.02481
Japanese,F,ppt,ppt_jpn,6,3,pol,polite,5.988,,243.3,242.4,31.7,186.8,325.9,139.1,94.98,95.06,2.21,10.82,20.45,9.63,73.7,67.2,44.6,0.00931,0.0025,0.00496,0.0005,0.07702,0.07628,0.02617,5.08,-18.3,-26.9,17.6,0.0742,0.00931,0.0025,0.07702,0.02617
Japanese,F,ppt,ppt_jpn,6,4,cas,casual,5.617,,224,222.9,43.3,84.1,321.9,237.9,93.26,93.61,4.19,-3.01,20.24,23.25,71.4,64.3,44.7,0.01038,0.00289,0.00553,0.0011,0.09439,0.08104,0.03057,5.48,-22.5,-27.1,17.6,0.0722,0.01038,0.00289,0.09439,0.03057
Japanese,F,ppt,ppt_jpn,6,4,pol,polite,7.474,,231.9,232.1,34.9,169.6,315.4,145.8,94.09,94.3,2.65,9.16,19.89,10.73,70.7,64.6,41.7,0.00991,0.00274,0.00542,0.0007,0.08537,0.07037,0.03082,10.64,-19.4,-22.8,17,0.0911,0.00991,0.00274,0.08537,0.03082
Japanese,F,ppt,ppt_jpn,6,5,cas,casual,11.338,,234.8,233.8,37,169,359.5,190.5,94.29,94.43,2.72,9.09,22.15,13.06,70.6,64.7,44.1,0.00911,0.00238,0.00475,0.0007,0.07175,0.06705,0.02143,5.01,-20.3,-27.6,19.2,0.0688,0.00911,0.00238,0.07178,0.02138
Japanese,F,ppt,ppt_jpn,6,5,pol,polite,24.455,,240.8,240.4,31.6,171.1,341.6,170.5,94.79,94.91,2.27,9.31,21.27,11.96,70.6,64.4,43.7,0.00792,0.00218,0.00412,0.0006,0.07026,0.06273,0.02297,5.11,-16.4,-25.5,18.7,0.0809,0.00792,0.00218,0.07027,0.02297
Japanese,F,ppt,ppt_jpn,6,6,cas,casual,8.296,,235.1,232,36.4,178.4,331.1,152.7,94.32,94.3,2.63,10.02,20.73,10.71,74.1,70.2,43.9,0.00852,0.00229,0.00445,0.0006,0.07237,0.0642,0.01975,5.25,-18.7,-20.8,19.2,0.0709,0.00852,0.00229,0.07237,0.01975
Japanese,F,ppt,ppt_jpn,6,6,pol,polite,28.173,,213,209.9,23.6,112.9,289.9,177,92.71,92.56,1.89,2.13,18.43,16.3,70.5,64.3,41.6,0.01006,0.00282,0.00565,0.0006,0.08137,0.08071,0.02448,6.44,-21.5,-24.3,17.6,0.0873,0.01006,0.00282,0.08142,0.02446
Japanese,F,ppt,ppt_jpn,7,1,cas,casual,10.905,,215.5,211.1,20.7,182.1,277.2,95.1,92.94,92.66,1.63,10.39,17.65,7.26,63.1,58.9,35.9,0.00948,0.00247,0.00474,0.0007,0.08265,0.07808,0.03126,2.21,-12,-21,15.4,0.1039,0.00948,0.00247,0.08265,0.03126
Japanese,F,ppt,ppt_jpn,7,1,pol,polite,37.523,,221.3,221.6,17.9,182.1,279,97,93.42,93.5,1.4,10.37,17.76,7.39,62.4,49.8,37.4,0.0076,0.00201,0.00373,0.0006,0.07326,0.06469,0.02813,3.16,-15.5,-20.1,17.3,0.0761,0.0076,0.00201,0.07325,0.02814
Japanese,F,ppt,ppt_jpn,7,2,cas,casual,6.894,,233.4,229.4,21.5,198,287.8,89.8,94.33,94.1,1.57,11.82,18.3,6.48,67,62.2,38.9,0.00654,0.00162,0.0031,0.0004,0.07848,0.06787,0.03041,1.93,-13,-23.5,16.4,0.0699,0.00654,0.00162,0.07848,0.03041
Japanese,F,ppt,ppt_jpn,7,2,pol,polite,12.749,,225,222.6,18.1,186.9,286.1,99.2,93.71,93.58,1.39,10.83,18.2,7.37,63.2,50.8,37.3,0.00847,0.00241,0.00466,0.0006,0.07614,0.06445,0.02893,2.74,-15.7,-21.9,16.5,0.108,0.00847,0.00241,0.07614,0.02893
Japanese,F,ppt,ppt_jpn,7,3,cas,casual,2.369,,252.4,255.8,25.6,191.5,314.6,123,95.67,95.99,1.79,11.26,19.84,8.58,68.3,63.3,36.9,0.00896,0.00182,0.00369,0.0006,0.07253,0.07143,0.02783,1.4,-11.2,-23.2,15.6,0.0819,0.00896,0.00182,0.07253,0.02783
Japanese,F,ppt,ppt_jpn,7,3,pol,polite,4.256,,237.3,238.6,20.7,202.1,278.3,76.2,94.62,94.78,1.53,12.18,17.71,5.53,67.4,59.7,39.4,0.00837,0.00208,0.00418,0.0004,0.08467,0.08201,0.02922,0.21,-14.1,-25.6,16,0.0966,0.00837,0.00208,0.08474,0.02914
Japanese,F,ppt,ppt_jpn,7,4,cas,casual,5.902,,229.2,221.4,26.7,191.3,321,129.7,93.98,93.48,1.9,11.23,20.19,8.96,69.8,62.9,42.8,0.00672,0.0017,0.00315,0.0005,0.0687,0.05784,0.0207,-0.58,-11.5,-22.7,17.2,0.0837,0.00672,0.0017,0.0687,0.0207
Japanese,F,ppt,ppt_jpn,7,4,pol,polite,13.183,,223.9,222.8,17.9,190.9,279.2,88.3,93.63,93.6,1.36,11.2,17.78,6.57,63.6,55,36.9,0.00715,0.00191,0.00382,0.0004,0.07976,0.06933,0.03201,3.19,-14.4,-23.3,16.8,0.0771,0.00715,0.00191,0.07978,0.032
Japanese,F,ppt,ppt_jpn,7,5,cas,casual,14.191,,228.4,225.4,28.3,178.3,313.5,135.3,93.9,93.79,2.09,10.01,19.77,9.75,62.1,53.2,37.1,0.0089,0.00251,0.00501,0.0005,0.08703,0.0811,0.03179,2.07,-14.3,-22.6,16.1,0.0921,0.0089,0.00251,0.08703,0.03179
Japanese,F,ppt,ppt_jpn,7,5,pol,polite,16.293,,221.9,215.7,25.3,179.7,310.4,130.7,93.42,93.04,1.92,10.14,19.61,9.47,63.7,56.9,36.4,0.00812,0.00211,0.0041,0.0005,0.08199,0.07001,0.0298,0.83,-14.1,-19,16.1,0.0891,0.00812,0.00211,0.08199,0.0298
Japanese,F,ppt,ppt_jpn,7,6,cas,casual,15.774,,225.2,223.2,22.7,185.5,294.4,108.9,93.69,93.63,1.72,10.69,18.69,8,64.8,57.7,38.1,0.00758,0.00205,0.00391,0.0005,0.07545,0.07318,0.0276,2.52,-14.6,-22.5,17.8,0.0691,0.00758,0.00205,0.07545,0.0276
Japanese,F,ppt,ppt_jpn,7,6,pol,polite,22.817,,216.5,212.4,18.3,186.8,286.2,99.4,93.04,92.77,1.41,10.82,18.21,7.38,61.6,51.6,36.2,0.00732,0.00197,0.00387,0.0004,0.08213,0.06907,0.03128,2.53,-14.4,-21.9,16.8,0.0854,0.00732,0.00197,0.082,0.03122
Japanese,F,ppt,ppt_jpn,8,1,cas,casual,8.537,,235.3,236.7,37,177,329.6,152.7,94.33,94.64,2.72,9.89,20.65,10.76,75.7,71,46.5,0.00825,0.00203,0.0038,0.0007,0.07209,0.06226,0.02535,1.87,-14.9,-22,17.3,0.0836,0.00825,0.00203,0.07205,0.02536
Japanese,F,ppt,ppt_jpn,8,1,pol,polite,22.244,,213.8,219,33.9,88.7,288.8,200.2,92.59,93.3,3.41,-2.07,18.36,20.44,73.8,68.8,48.5,0.00638,0.0018,0.00334,0.0009,0.07453,0.06252,0.03056,1.75,-17.3,-20.8,17.8,0.067,0.00638,0.0018,0.07455,0.03057
Japanese,F,ppt,ppt_jpn,8,2,cas,casual,4.91,,244.3,235.8,39.3,190.7,348.5,157.8,94.98,94.57,2.69,11.18,21.61,10.44,75.7,71.6,44.1,0.00956,0.00206,0.00416,0.0006,0.10235,0.11274,0.03151,1.28,-14.6,-19.4,17,0.0705,0.00956,0.00206,0.10235,0.03151
Japanese,F,ppt,ppt_jpn,8,2,pol,polite,16.942,,226.5,226.5,17.6,181.3,289.8,108.5,93.83,93.88,1.35,10.3,18.42,8.12,70.3,56.7,45.2,0.00715,0.00191,0.00366,0.0004,0.07701,0.06549,0.02682,4.62,-15.1,-21.6,18.7,0.0657,0.00715,0.00191,0.07701,0.02682
Japanese,F,ppt,ppt_jpn,8,3,cas,casual,1.357,,244.8,257.7,71.9,95,320.3,225.3,94.13,96.11,6.83,-0.9,20.15,21.04,78.3,75.2,40.8,0.01233,0.00361,0.00649,0.0017,0.08506,0.10708,0.02672,1.48,-14.5,-20.8,15.3,0.0975,0.01233,0.00361,0.08506,0.02672
Japanese,F,ppt,ppt_jpn,8,3,pol,polite,3.29,,233,232.9,22.9,187,272.4,85.4,94.28,94.36,1.75,10.84,17.35,6.51,73.3,68.2,43.9,0.00726,0.00205,0.00393,0.0004,0.07335,0.06137,0.03018,1.64,-13.5,-21.6,17.4,0.0855,0.00726,0.00205,0.07335,0.03018
Japanese,F,ppt,ppt_jpn,8,4,cas,casual,3.821,,256,238.8,86,86.5,438.7,352.3,94.94,94.8,6.31,-2.52,25.54,28.06,75.2,69.6,46.8,0.01277,0.00331,0.00595,0.0016,0.10067,0.11509,0.03413,-4.92,-12.2,-16.2,14.2,0.1212,0.01277,0.00331,0.10084,0.03406
Japanese,F,ppt,ppt_jpn,8,4,pol,polite,6.05,,224.3,210.3,40.2,172.3,371.4,199.1,93.47,92.59,2.82,9.45,22.71,13.27,72.6,61.7,47.2,0.00772,0.00178,0.00348,0.0007,0.07737,0.07074,0.02873,4.52,-13.8,-20,16,0.065,0.00772,0.00178,0.07737,0.02873
Japanese,F,ppt,ppt_jpn,8,5,cas,casual,8.573,,237.5,217.2,60.1,84.8,375.9,291.1,94.08,93.15,4.83,-2.85,22.92,25.78,72.9,65.7,47.8,0.01033,0.00244,0.00471,0.0012,0.08919,0.0869,0.03469,4.74,-13.5,-21.3,15.1,0.0992,0.01033,0.00244,0.08919,0.03469
Japanese,F,ppt,ppt_jpn,8,5,pol,polite,20.181,,206,217.7,54.5,91.2,307.7,216.6,91.45,93.2,5.62,-1.6,19.46,21.06,70.9,61.6,46,0.00959,0.00305,0.00465,0.0016,0.098,0.0905,0.04388,-1.1,-15.7,-18.6,15,0.0908,0.00959,0.00305,0.098,0.04388
Japanese,F,ppt,ppt_jpn,8,6,cas,casual,5.591,,253.8,252.4,45.3,170.1,427.7,257.7,95.59,95.76,3.01,9.19,25.15,15.96,76.6,74.5,47.6,0.00939,0.00188,0.00381,0.0007,0.06219,0.06811,0.01931,0.74,-12.8,-19,17.8,0.0704,0.00939,0.00188,0.06219,0.01931
Japanese,F,ppt,ppt_jpn,8,6,pol,polite,8.645,,234.7,221.6,35,180,332,152,94.31,93.5,2.48,10.18,20.78,10.6,73.7,63.3,47.5,0.00723,0.00168,0.00352,0.0006,0.05851,0.04946,0.01898,3.7,-17,-23.6,19.1,0.0713,0.00723,0.00168,0.05851,0.01898
Japanese,M,ppt,ppt_jpn,10,1,cas,casual,11.673,,115.6,116,8.6,101.6,146.6,45,82.18,82.29,1.27,0.28,6.63,6.34,69.6,65.6,39.2,0.01497,0.00468,0.0082,0.0008,0.09454,0.09047,0.03287,-0.52,-13.9,-18.1,13.2,0.1452,0.01497,0.00468,0.09454,0.03287
Japanese,M,ppt,ppt_jpn,10,1,pol,polite,25.91,,120.7,118.6,9.8,84.9,163.9,79,82.93,82.69,1.35,-2.84,8.55,11.39,67.2,62.6,33.3,0.01434,0.00504,0.00806,0.001,0.10496,0.09271,0.03985,1.49,-17.3,-23.7,13,0.1343,0.01434,0.00504,0.10496,0.03985
Japanese,M,ppt,ppt_jpn,10,2,cas,casual,7.183,,130.7,128.4,13.2,100.7,175.9,75.2,84.28,84.06,1.74,0.15,9.78,9.63,68.7,66.9,32.6,0.01127,0.0035,0.00579,0.0008,0.12283,0.10393,0.05617,4.04,-17.5,-24.5,12.6,0.1454,0.01127,0.0035,0.12283,0.05617
Japanese,M,ppt,ppt_jpn,10,2,pol,polite,13.578,,125.4,123.5,9,109.3,169.4,60.1,83.61,83.37,1.21,1.54,9.12,7.58,63,58.4,33.9,0.01596,0.00616,0.00959,0.0008,0.13068,0.11082,0.05891,4.24,-18.9,-21.1,11.3,0.1747,0.01596,0.00616,0.13068,0.05891
Japanese,M,ppt,ppt_jpn,10,3,cas,casual,2.42,,135.3,130.5,15.8,115.9,189.5,73.7,84.86,84.33,1.85,2.55,11.07,8.52,67.9,63.3,36.1,0.01694,0.00541,0.00869,0.001,0.13153,0.10307,0.04234,6.95,-17.2,-26.3,9.2,0.197,0.01694,0.00541,0.13153,0.04234
Japanese,M,ppt,ppt_jpn,10,3,pol,polite,6.096,,142.8,143.4,17.1,79.7,171.5,91.8,85.75,85.97,2.28,-3.93,9.34,13.27,65.3,57.4,36.8,0.01603,0.00605,0.00852,0.0013,0.13083,0.11376,0.05612,6.27,-20.5,-19.9,11.6,0.2142,0.01603,0.00605,0.13092,0.05602
Japanese,M,ppt,ppt_jpn,10,4,cas,casual,5.98,,123.5,120.6,12.6,102.5,169.3,66.7,83.3,82.96,1.65,0.45,9.11,8.66,67.9,62.5,37.8,0.01708,0.007,0.01072,0.0009,0.11084,0.09509,0.04454,3.33,-18,-25.4,11.8,0.1847,0.01708,0.007,0.11084,0.04454
Japanese,M,ppt,ppt_jpn,10,4,pol,polite,13.043,,143.4,135.5,17.1,113.6,198,84.4,85.85,84.99,1.99,2.2,11.82,9.62,65,58.8,35.4,0.01407,0.005,0.00786,0.0009,0.12973,0.10397,0.0555,4.5,-18.8,-20.6,10.9,0.1867,0.01407,0.005,0.12973,0.0555
Japanese,M,ppt,ppt_jpn,10,5,cas,casual,13.305,,136.5,132.2,19.7,101.2,213.4,112.3,84.95,84.56,2.34,0.2,13.12,12.92,64.8,60.3,34.3,0.019,0.00583,0.01025,0.0011,0.10481,0.11825,0.03828,2.75,-20.5,-23.8,12.4,0.1761,0.019,0.00583,0.10481,0.03828
Japanese,M,ppt,ppt_jpn,10,5,pol,polite,25.114,,130,124.2,14.5,102.6,171.3,68.7,84.16,83.48,1.86,0.48,9.32,8.84,65,60,34.4,0.01766,0.0069,0.01004,0.0013,0.12175,0.11069,0.0475,2.66,-18.5,-23.9,11,0.2063,0.01766,0.0069,0.12175,0.0475
Japanese,M,ppt,ppt_jpn,10,6,cas,casual,16.967,,124.1,120.7,13.3,100.6,171.1,70.5,83.36,82.98,1.81,0.1,9.27,9.17,66.6,61.8,36.2,0.01166,0.00437,0.00647,0.0013,0.12639,0.10045,0.05352,5.45,-18.4,-22,12,0.1655,0.01166,0.00437,0.12639,0.05352
Japanese,M,ppt,ppt_jpn,10,6,pol,polite,9.567,,136.6,134.5,11.6,113.4,172.4,59,85.07,84.86,1.45,2.18,9.43,7.25,65.9,61.6,32.8,0.01574,0.00548,0.00825,0.0008,0.11915,0.07137,0.04639,4.94,-16.6,-20,11.1,0.1853,0.01574,0.00548,0.11915,0.04639
Japanese,M,ppt,ppt_jpn,12,1,cas,casual,9.346,,130.5,126.7,23.7,78.1,188,109.9,84.07,83.82,3.08,-4.26,10.92,15.18,69.7,64.3,40.8,0.01941,0.00721,0.00963,0.0024,0.12936,0.1201,0.04669,-0.93,-18.4,-24.7,10.8,0.2232,0.01941,0.00721,0.12936,0.04669
Japanese,M,ppt,ppt_jpn,12,1,pol,polite,22.845,,123.7,119.9,19.3,86.8,178.2,91.4,83.21,82.87,2.64,-2.45,10,12.45,69,63,37.3,0.02791,0.0109,0.01752,0.002,0.14069,0.13913,0.05444,2.86,-21.4,-29.4,9.8,0.2625,0.02791,0.0109,0.14069,0.05444
Japanese,M,ppt,ppt_jpn,12,2,cas,casual,4.361,,115.7,116,14.8,81.9,146.6,64.7,82.1,82.29,2.31,-3.46,6.63,10.08,65.9,59.6,34.2,0.02926,0.01166,0.01921,0.0016,0.13872,0.21224,0.05324,1.42,-18.1,-32,9.5,0.2878,0.02926,0.01166,0.13872,0.05324
Japanese,M,ppt,ppt_jpn,12,2,pol,polite,14.226,,115.9,113.2,12.9,85.9,166.7,80.9,82.18,81.88,1.89,-2.64,8.85,11.49,68.1,62.4,36.1,0.02596,0.00955,0.01562,0.0014,0.13052,0.13598,0.05163,0.93,-21.1,-28,10.2,0.2415,0.02596,0.00955,0.13077,0.05164
Japanese,M,ppt,ppt_jpn,12,3,cas,casual,1.039,,119.6,120.8,7,107.5,136.7,29.2,82.79,82.99,1,1.25,5.41,4.16,70.7,68.9,27.5,0.01601,0.00567,0.01029,0.0034,0.16306,0.1603,0.0696,3.97,-16.9,-30.3,9.5,0.2369,0.01635,0.00579,0.16306,0.0696
Japanese,M,ppt,ppt_jpn,12,3,pol,polite,4.05,,130.7,128.4,12.4,111.3,170.4,59.1,84.28,84.06,1.59,1.9,9.2,7.3,67.5,64.5,35.7,0.01712,0.00541,0.00775,0.0028,0.15466,0.13354,0.05257,4.06,-22.9,-28.4,10.1,0.2815,0.01712,0.00541,0.15466,0.05257
Japanese,M,ppt,ppt_jpn,12,4,cas,casual,2.124,,144.3,134.1,39.5,82.2,242.8,160.7,85.47,84.81,4.56,-3.4,15.35,18.75,69,66.5,31.2,0.03527,0.01136,0.02002,0.002,0.1453,0.22207,0.05429,1.63,-20,-27.8,7.9,0.3182,0.03527,0.01136,0.1453,0.05429
Japanese,M,ppt,ppt_jpn,12,4,pol,polite,3.946,,123.1,119.4,11.3,103.7,154.2,50.6,83.26,82.8,1.52,0.62,7.46,6.84,68,65,33.1,0.02029,0.00765,0.01375,0.0023,0.15251,0.09632,0.0514,3.31,-20,-27,10.8,0.2325,0.02029,0.00765,0.15251,0.0514
Japanese,M,ppt,ppt_jpn,12,5,cas,casual,11.423,,142.3,140,28.9,96.6,236.3,139.7,85.5,85.56,3.34,-0.59,14.89,15.48,69,61.8,39.1,0.02793,0.00892,0.01347,0.0018,0.13317,0.16171,0.05019,0.6,-17.7,-27.7,9.3,0.2818,0.02793,0.00892,0.13317,0.05019
Japanese,M,ppt,ppt_jpn,12,5,pol,polite,15.836,,128.9,124.7,20.8,88.6,193.5,104.9,83.9,83.54,2.7,-2.02,11.43,13.45,70.3,64.7,41.4,0.02095,0.00822,0.0113,0.002,0.12765,0.10488,0.04453,-0.22,-19.6,-28.3,11.7,0.2068,0.02095,0.00822,0.12779,0.0445
